vote-scope.com/us-house.html,https://vote-scope.com/en/us/house/,301,FALSE,FALSE,FALSE,FALSE
vote-scope.com/us-senate.html,https://vote-scope.com/en/us/senate/,301,FALSE,FALSE,FALSE,FALSE
vote-scope.com/lame-duck.html,https://vote-scope.com/en/us/indexes/lame-duck,301,FALSE,FALSE,FALSE,FALSE
vote-scope.com/usa/lame-duck/index.html,https://vote-scope.com/en/us/indexes/lame-duck,301,FALSE,FALSE,FALSE,FALSE
vote-scope.com/ca14-special.html,https://vote-scope.com/en/us/specials/ca14/,301,FALSE,FALSE,FALSE,FALSE
vote-scope.com/ga14-runoff.html,https://vote-scope.com/en/us/specials/ga14/,301,FALSE,FALSE,FALSE,FALSE
vote-scope.com/nj11-special.html,https://vote-scope.com/en/us/specials/nj11/,301,FALSE,FALSE,FALSE,FALSE
vote-scope.com/social-bundle-ga14.html,https://vote-scope.com/en/us/specials/ga14/,301,FALSE,FALSE,FALSE,FALSE
vote-scope.com/scarborough-southwest-byelection.html,https://vote-scope.com/en/canada/byelections/scarborough-southwest/,301,FALSE,FALSE,FALSE,FALSE
vote-scope.com/terrebonne-byelection.html,https://vote-scope.com/en/canada/byelections/terrebonne/,301,FALSE,FALSE,FALSE,FALSE
vote-scope.com/university-rosedale-byelection.html,https://vote-scope.com/en/canada/byelections/university-rosedale/,301,FALSE,FALSE,FALSE,FALSE
vote-scope.com/partielles.html,https://vote-scope.com/fr/canada/byelections/,301,FALSE,FALSE,FALSE,FALSE
vote-scope.com/methodologie.html,https://vote-scope.com/fr/methodologie/,301,FALSE,FALSE,FALSE,FALSE
vote-scope.com/privacy.html,https://vote-scope.com/en/privacy/,301,FALSE,FALSE,FALSE,FALSE
vote-scope.com/terms.html,https://vote-scope.com/en/terms/,301,FALSE,FALSE,FALSE,FALSE
vote-scope.com/nhl/index.html,https://vote-scope.com/en/sports/nhl/,301,FALSE,FALSE,FALSE,FALSE
vote-scope.com/sports/index.html,https://vote-scope.com/en/sports/,301,FALSE,FALSE,FALSE,FALSE
vote-scope.com/sports/nhl/index.html,https://vote-scope.com/en/sports/nhl/,301,FALSE,FALSE,FALSE,FALSE
vote-scope.com/sports/worldcup2026/index.html,https://vote-scope.com/en/sports/wc2026/,301,FALSE,FALSE,FALSE,FALSE
vote-scope.com/sports/methodology.html,https://vote-scope.com/en/sports/,301,FALSE,FALSE,FALSE,FALSE
vote-scope.com/sports/terms.html,https://vote-scope.com/en/terms/,301,FALSE,FALSE,FALSE,FALSE
vote-scope.com/sports/newsletter.html,https://leclercswarroom.substack.com,301,FALSE,FALSE,FALSE,FALSE
